call_id,chunk_id,speaker,text
20240815_0868,1,ADVISOR,dzień dobry mówi michał rutkowski z banku credit agricole czy rozmawiam z panem/panią paweł?
20240815_0868,2,CUSTOMER,tak słucham
20240815_0868,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0868,4,CUSTOMER,nie chcę się zadłużać
20240815_0868,5,ADVISOR,ah dobrze
20240815_0868,6,CUSTOMER,miłego dnia
20240815_0868,7,ADVISOR,miłego dnia
20240815_0869,1,ADVISOR,dzień dobry mówi rafał nowicki z banku volkswagen czy rozmawiam z panem/panią maria?
20240815_0869,2,CUSTOMER,tak słucham
20240815_0869,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0869,4,CUSTOMER,nie mam czasu
20240815_0869,5,ADVISOR,w porządku
20240815_0869,6,CUSTOMER,do widzenia
20240815_0869,7,ADVISOR,dziękuję za czas
20240815_0870,1,ADVISOR,dzień dobry mówi grzegorz kowalczyk z banku getin czy rozmawiam z panem/panią sebastian?
20240815_0870,2,CUSTOMER,tak słucham
20240815_0870,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0870,4,CUSTOMER,nie jestem zainteresowany
20240815_0870,5,ADVISOR,ah dobrze
20240815_0870,6,CUSTOMER,do widzenia
20240815_0870,7,ADVISOR,dziękuję za czas
20240815_0871,1,ADVISOR,dzień dobry mówi paweł kowalski z banku alior czy rozmawiam z panem/panią adam?
20240815_0871,2,CUSTOMER,tak słucham
20240815_0871,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0871,4,CUSTOMER,nie mam czasu
20240815_0871,5,ADVISOR,w porządku
20240815_0871,6,CUSTOMER,miłego dnia
20240815_0871,7,ADVISOR,dziękuję za czas
20240815_0872,1,ADVISOR,dzień dobry mówi robert mazur z banku pocztowy czy rozmawiam z panem/panią agnieszka?
20240815_0872,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_0872,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0872,4,CUSTOMER,już mam podobny produkt
20240815_0872,5,ADVISOR,w porządku
20240815_0872,6,CUSTOMER,miłego dnia
20240815_0872,7,ADVISOR,do widzenia
20240815_0873,1,ADVISOR,dzień dobry mówi adam wiśniewski z banku alior czy rozmawiam z panem/panią marek?
20240815_0873,2,CUSTOMER,tak słucham ale prowadzę auto nie powinienem rozmawiać
20240815_0873,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0873,4,CUSTOMER,nie chcę się zadłużać
20240815_0873,5,ADVISOR,w porządku
20240815_0873,6,CUSTOMER,do widzenia
20240815_0873,7,ADVISOR,do widzenia
20240815_0874,1,ADVISOR,dzień dobry mówi paweł kowalski z banku pekao czy rozmawiam z panem/panią jakub?
20240815_0874,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0874,3,ADVISOR,dzwonię w sprawie lokata
20240815_0874,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0874,5,ADVISOR,w porządku
20240815_0874,6,CUSTOMER,miłego dnia
20240815_0874,7,ADVISOR,do widzenia
20240815_0875,1,ADVISOR,dzień dobry mówi beata mazur z banku bzwbk czy rozmawiam z panem/panią sebastian?
20240815_0875,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_0875,3,ADVISOR,dzwonię w sprawie lokata
20240815_0875,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0875,5,ADVISOR,rozumiem
20240815_0875,6,CUSTOMER,do widzenia
20240815_0875,7,ADVISOR,do widzenia
20240815_0876,1,ADVISOR,dzień dobry mówi monika rutkowska z banku bzwbk czy rozmawiam z panem/panią jan?
20240815_0876,2,CUSTOMER,tak słucham
20240815_0876,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0876,4,CUSTOMER,to za skomplikowane
20240815_0876,5,ADVISOR,okay
20240815_0876,6,CUSTOMER,do widzenia
20240815_0876,7,ADVISOR,do widzenia
20240815_0877,1,ADVISOR,dzień dobry mówi paweł kowalski z banku santander czy rozmawiam z panem/panią sebastian?
20240815_0877,2,CUSTOMER,tak słucham
20240815_0877,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0877,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0877,5,ADVISOR,ah dobrze
20240815_0877,6,CUSTOMER,dziękuję
20240815_0877,7,ADVISOR,miłego dnia
20240815_0878,1,ADVISOR,dzień dobry mówi krzysztof nowak z banku volkswagen czy rozmawiam z panem/panią anna?
20240815_0878,2,CUSTOMER,tak słucham
20240815_0878,3,ADVISOR,dzwonię w sprawie lokata
20240815_0878,4,CUSTOMER,już mam podobny produkt
20240815_0878,5,ADVISOR,w porządku
20240815_0878,6,CUSTOMER,dziękuję
20240815_0878,7,ADVISOR,miłego dnia
20240815_0879,1,ADVISOR,dzień dobry mówi rafał nowicki z banku ing czy rozmawiam z panem/panią agnieszka?
20240815_0879,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_0879,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0879,4,CUSTOMER,to za duże zobowiązanie
20240815_0879,5,ADVISOR,okay
20240815_0879,6,CUSTOMER,miłego dnia
20240815_0879,7,ADVISOR,dziękuję za czas
20240815_0880,1,ADVISOR,dzień dobry mówi beata mazur z banku getin czy rozmawiam z panem/panią anna?
20240815_0880,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_0880,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0880,4,CUSTOMER,nie chcę się zadłużać
20240815_0880,5,ADVISOR,rozumiem
20240815_0880,6,CUSTOMER,miłego dnia
20240815_0880,7,ADVISOR,dziękuję za czas
20240815_0881,1,ADVISOR,dzień dobry mówi barbara nowak z banku bps czy rozmawiam z panem/panią marek?
20240815_0881,2,CUSTOMER,tak słucham ale ale właśnie jadę na spotkanie
20240815_0881,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0881,4,CUSTOMER,nie ufam bankom
20240815_0881,5,ADVISOR,okay
20240815_0881,6,CUSTOMER,miłego dnia
20240815_0881,7,ADVISOR,dziękuję za czas
20240815_0882,1,ADVISOR,dzień dobry mówi tomasz wiśniewski z banku bzwbk czy rozmawiam z panem/panią agnieszka?
20240815_0882,2,CUSTOMER,tak słucham
20240815_0882,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0882,4,CUSTOMER,nie jestem zainteresowany
20240815_0882,5,ADVISOR,okay
20240815_0882,6,CUSTOMER,miłego dnia
20240815_0882,7,ADVISOR,do widzenia
20240815_0883,1,ADVISOR,dzień dobry mówi sylwia nowakowska z banku volkswagen czy rozmawiam z panem/panią marek?
20240815_0883,2,CUSTOMER,tak słucham
20240815_0883,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0883,4,CUSTOMER,nie jestem zainteresowany
20240815_0883,5,ADVISOR,okay
20240815_0883,6,CUSTOMER,dziękuję
20240815_0883,7,ADVISOR,do widzenia
20240815_0884,1,ADVISOR,dzień dobry mówi adam wiśniewski z banku pocztowy czy rozmawiam z panem/panią tomasz?
20240815_0884,2,CUSTOMER,tak słucham
20240815_0884,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0884,4,CUSTOMER,nie jestem zainteresowany
20240815_0884,5,ADVISOR,w porządku
20240815_0884,6,CUSTOMER,do widzenia
20240815_0884,7,ADVISOR,do widzenia
20240815_0885,1,ADVISOR,dzień dobry mówi justyna kowalczyk z banku volkswagen czy rozmawiam z panem/panią marek?
20240815_0885,2,CUSTOMER,tak słucham
20240815_0885,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0885,4,CUSTOMER,już mam podobny produkt
20240815_0885,5,ADVISOR,ah dobrze
20240815_0885,6,CUSTOMER,miłego dnia
20240815_0885,7,ADVISOR,dziękuję za czas
20240815_0886,1,ADVISOR,dzień dobry mówi magdalena lewandowska z banku mbank czy rozmawiam z panem/panią katarzyna?
20240815_0886,2,CUSTOMER,tak słucham
20240815_0886,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0886,4,CUSTOMER,już mam podobny produkt
20240815_0886,5,ADVISOR,rozumiem
20240815_0886,6,CUSTOMER,miłego dnia
20240815_0886,7,ADVISOR,do widzenia
20240815_0887,1,ADVISOR,dzień dobry mówi krzysztof nowak z banku pekao czy rozmawiam z panem/panią marta?
20240815_0887,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_0887,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0887,4,CUSTOMER,to za drogie
20240815_0887,5,ADVISOR,w porządku
20240815_0887,6,CUSTOMER,miłego dnia
20240815_0887,7,ADVISOR,miłego dnia
20240815_0888,1,ADVISOR,dzień dobry mówi agnieszka dąbrowska z banku pocztowy czy rozmawiam z panem/panią anna?
20240815_0888,2,CUSTOMER,tak słucham
20240815_0888,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0888,4,CUSTOMER,nie chcę się zadłużać
20240815_0888,5,ADVISOR,rozumiem
20240815_0888,6,CUSTOMER,miłego dnia
20240815_0888,7,ADVISOR,dziękuję za czas
20240815_0889,1,ADVISOR,dzień dobry mówi barbara nowak z banku ing czy rozmawiam z panem/panią marta?
20240815_0889,2,CUSTOMER,tak słucham
20240815_0889,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0889,4,CUSTOMER,nie jestem zainteresowany
20240815_0889,5,ADVISOR,ah dobrze
20240815_0889,6,CUSTOMER,do widzenia
20240815_0889,7,ADVISOR,do widzenia
20240815_0890,1,ADVISOR,dzień dobry mówi filip lewandowski z banku getin czy rozmawiam z panem/panią ewa?
20240815_0890,2,CUSTOMER,tak słucham
20240815_0890,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0890,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0890,5,ADVISOR,ah dobrze
20240815_0890,6,CUSTOMER,miłego dnia
20240815_0890,7,ADVISOR,miłego dnia
20240815_0891,1,ADVISOR,dzień dobry mówi filip lewandowski z banku pekao czy rozmawiam z panem/panią agnieszka?
20240815_0891,2,CUSTOMER,tak słucham
20240815_0891,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0891,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0891,5,ADVISOR,ah dobrze
20240815_0891,6,CUSTOMER,dziękuję
20240815_0891,7,ADVISOR,miłego dnia
20240815_0892,1,ADVISOR,dzień dobry mówi marcin dąbrowski z banku volkswagen czy rozmawiam z panem/panią tomasz?
20240815_0892,2,CUSTOMER,tak słucham ale prowadzę auto nie powinienem rozmawiać
20240815_0892,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0892,4,CUSTOMER,nie chcę się zadłużać
20240815_0892,5,ADVISOR,rozumiem
20240815_0892,6,CUSTOMER,miłego dnia
20240815_0892,7,ADVISOR,do widzenia
20240815_0893,1,ADVISOR,dzień dobry mówi adam wiśniewski z banku pko bp czy rozmawiam z panem/panią jakub?
20240815_0893,2,CUSTOMER,tak słucham
20240815_0893,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0893,4,CUSTOMER,nie ufam bankom
20240815_0893,5,ADVISOR,w porządku
20240815_0893,6,CUSTOMER,miłego dnia
20240815_0893,7,ADVISOR,do widzenia
20240815_0894,1,ADVISOR,dzień dobry mówi beata mazur z banku pekao czy rozmawiam z panem/panią beata?
20240815_0894,2,CUSTOMER,tak słucham
20240815_0894,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0894,4,CUSTOMER,nie chcę się zadłużać
20240815_0894,5,ADVISOR,rozumiem
20240815_0894,6,CUSTOMER,do widzenia
20240815_0894,7,ADVISOR,miłego dnia
20240815_0895,1,ADVISOR,dzień dobry mówi magdalena lewandowska z banku alior czy rozmawiam z panem/panią piotr?
20240815_0895,2,CUSTOMER,tak słucham
20240815_0895,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0895,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0895,5,ADVISOR,w porządku
20240815_0895,6,CUSTOMER,miłego dnia
20240815_0895,7,ADVISOR,do widzenia
20240815_0896,1,ADVISOR,dzień dobry mówi krzysztof nowak z banku bps czy rozmawiam z panem/panią adam?
20240815_0896,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0896,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0896,4,CUSTOMER,nie ufam bankom
20240815_0896,5,ADVISOR,rozumiem
20240815_0896,6,CUSTOMER,miłego dnia
20240815_0896,7,ADVISOR,dziękuję za czas
20240815_0897,1,ADVISOR,dzień dobry mówi anna kowalska z banku credit agricole czy rozmawiam z panem/panią maria?
20240815_0897,2,CUSTOMER,tak słucham
20240815_0897,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0897,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0897,5,ADVISOR,rozumiem
20240815_0897,6,CUSTOMER,miłego dnia
20240815_0897,7,ADVISOR,do widzenia
20240815_0898,1,ADVISOR,dzień dobry mówi olga król z banku pekao czy rozmawiam z panem/panią katarzyna?
20240815_0898,2,CUSTOMER,tak słucham
20240815_0898,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0898,4,CUSTOMER,już mam podobny produkt
20240815_0898,5,ADVISOR,rozumiem
20240815_0898,6,CUSTOMER,do widzenia
20240815_0898,7,ADVISOR,miłego dnia
20240815_0899,1,ADVISOR,dzień dobry mówi beata mazur z banku santander czy rozmawiam z panem/panią marta?
20240815_0899,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0899,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0899,4,CUSTOMER,to za drogie
20240815_0899,5,ADVISOR,w porządku
20240815_0899,6,CUSTOMER,dziękuję
20240815_0899,7,ADVISOR,dziękuję za czas
20240815_0900,1,ADVISOR,dzień dobry mówi agnieszka dąbrowska z banku santander czy rozmawiam z panem/panią agnieszka?
20240815_0900,2,CUSTOMER,tak słucham
20240815_0900,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0900,4,CUSTOMER,nie chcę się zadłużać
20240815_0900,5,ADVISOR,rozumiem
20240815_0900,6,CUSTOMER,miłego dnia
20240815_0900,7,ADVISOR,miłego dnia
20240815_0901,1,ADVISOR,dzień dobry mówi michał rutkowski z banku credit agricole czy rozmawiam z panem/panią anna?
20240815_0901,2,CUSTOMER,tak słucham
20240815_0901,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0901,4,CUSTOMER,nie mam czasu
20240815_0901,5,ADVISOR,w porządku
20240815_0901,6,CUSTOMER,do widzenia
20240815_0901,7,ADVISOR,do widzenia
20240815_0902,1,ADVISOR,dzień dobry mówi agnieszka dąbrowska z banku eurobank czy rozmawiam z panem/panią ewa?
20240815_0902,2,CUSTOMER,tak słucham ale prowadzę auto nie powinienem rozmawiać
20240815_0902,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0902,4,CUSTOMER,nie ufam bankom
20240815_0902,5,ADVISOR,w porządku
20240815_0902,6,CUSTOMER,miłego dnia
20240815_0902,7,ADVISOR,do widzenia
20240815_0903,1,ADVISOR,dzień dobry mówi michał rutkowski z banku pocztowy czy rozmawiam z panem/panią katarzyna?
20240815_0903,2,CUSTOMER,tak słucham
20240815_0903,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0903,4,CUSTOMER,nie ufam bankom
20240815_0903,5,ADVISOR,okay
20240815_0903,6,CUSTOMER,miłego dnia
20240815_0903,7,ADVISOR,dziękuję za czas
20240815_0904,1,ADVISOR,dzień dobry mówi paweł kowalski z banku handlowy czy rozmawiam z panem/panią michał?
20240815_0904,2,CUSTOMER,tak słucham
20240815_0904,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0904,4,CUSTOMER,to za duże zobowiązanie
20240815_0904,5,ADVISOR,w porządku
20240815_0904,6,CUSTOMER,dziękuję
20240815_0904,7,ADVISOR,do widzenia
20240815_0905,1,ADVISOR,dzień dobry mówi beata mazur z banku ing czy rozmawiam z panem/panią jan?
20240815_0905,2,CUSTOMER,tak słucham
20240815_0905,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0905,4,CUSTOMER,już mam podobny produkt
20240815_0905,5,ADVISOR,rozumiem
20240815_0905,6,CUSTOMER,miłego dnia
20240815_0905,7,ADVISOR,dziękuję za czas
20240815_0906,1,ADVISOR,dzień dobry mówi paweł kowalski z banku credit agricole czy rozmawiam z panem/panią anna?
20240815_0906,2,CUSTOMER,tak słucham
20240815_0906,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0906,4,CUSTOMER,nie chcę się zadłużać
20240815_0906,5,ADVISOR,okay
20240815_0906,6,CUSTOMER,dziękuję
20240815_0906,7,ADVISOR,do widzenia
20240815_0907,1,ADVISOR,dzień dobry mówi monika rutkowska z banku bzwbk czy rozmawiam z panem/panią adam?
20240815_0907,2,CUSTOMER,tak słucham
20240815_0907,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0907,4,CUSTOMER,to za duże zobowiązanie
20240815_0907,5,ADVISOR,okay
20240815_0907,6,CUSTOMER,dziękuję
20240815_0907,7,ADVISOR,miłego dnia
20240815_0908,1,ADVISOR,dzień dobry mówi sylwia nowakowska z banku pocztowy czy rozmawiam z panem/panią paweł?
20240815_0908,2,CUSTOMER,tak słucham
20240815_0908,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0908,4,CUSTOMER,już mam podobny produkt
20240815_0908,5,ADVISOR,rozumiem
20240815_0908,6,CUSTOMER,miłego dnia
20240815_0908,7,ADVISOR,do widzenia
20240815_0909,1,ADVISOR,dzień dobry mówi justyna kowalczyk z banku millennium czy rozmawiam z panem/panią marta?
20240815_0909,2,CUSTOMER,tak słucham
20240815_0909,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0909,4,CUSTOMER,nie chcę się zadłużać
20240815_0909,5,ADVISOR,okay
20240815_0909,6,CUSTOMER,dziękuję
20240815_0909,7,ADVISOR,do widzenia
20240815_0910,1,ADVISOR,dzień dobry mówi marcin dąbrowski z banku bps czy rozmawiam z panem/panią katarzyna?
20240815_0910,2,CUSTOMER,tak słucham
20240815_0910,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0910,4,CUSTOMER,nie jestem zainteresowany
20240815_0910,5,ADVISOR,ah dobrze
20240815_0910,6,CUSTOMER,dziękuję
20240815_0910,7,ADVISOR,do widzenia
20240815_0911,1,ADVISOR,dzień dobry mówi krzysztof nowak z banku handlowy czy rozmawiam z panem/panią katarzyna?
20240815_0911,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_0911,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0911,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0911,5,ADVISOR,w porządku
20240815_0911,6,CUSTOMER,do widzenia
20240815_0911,7,ADVISOR,miłego dnia
20240815_0912,1,ADVISOR,dzień dobry mówi michał rutkowski z banku ing czy rozmawiam z panem/panią piotr?
20240815_0912,2,CUSTOMER,tak słucham
20240815_0912,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0912,4,CUSTOMER,nie mam czasu
20240815_0912,5,ADVISOR,okay
20240815_0912,6,CUSTOMER,miłego dnia
20240815_0912,7,ADVISOR,do widzenia
20240815_0913,1,ADVISOR,dzień dobry mówi sylwia nowakowska z banku mbank czy rozmawiam z panem/panią agnieszka?
20240815_0913,2,CUSTOMER,tak słucham
20240815_0913,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0913,4,CUSTOMER,to za duże zobowiązanie
20240815_0913,5,ADVISOR,w porządku
20240815_0913,6,CUSTOMER,do widzenia
20240815_0913,7,ADVISOR,miłego dnia
20240815_0914,1,ADVISOR,dzień dobry mówi michał rutkowski z banku alior czy rozmawiam z panem/panią adam?
20240815_0914,2,CUSTOMER,tak słucham
20240815_0914,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0914,4,CUSTOMER,to za skomplikowane
20240815_0914,5,ADVISOR,ah dobrze
20240815_0914,6,CUSTOMER,dziękuję
20240815_0914,7,ADVISOR,do widzenia
20240815_0915,1,ADVISOR,dzień dobry mówi anna kowalska z banku mbank czy rozmawiam z panem/panią paweł?
20240815_0915,2,CUSTOMER,tak słucham
20240815_0915,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0915,4,CUSTOMER,to za duże zobowiązanie
20240815_0915,5,ADVISOR,okay
20240815_0915,6,CUSTOMER,do widzenia
20240815_0915,7,ADVISOR,dziękuję za czas
20240815_0916,1,ADVISOR,dzień dobry mówi krzysztof nowak z banku bzwbk czy rozmawiam z panem/panią ewa?
20240815_0916,2,CUSTOMER,tak słucham ale ale właśnie jadę na spotkanie
20240815_0916,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0916,4,CUSTOMER,to za duże zobowiązanie
20240815_0916,5,ADVISOR,ah dobrze
20240815_0916,6,CUSTOMER,dziękuję
20240815_0916,7,ADVISOR,do widzenia
20240815_0917,1,ADVISOR,dzień dobry mówi rafał nowicki z banku alior czy rozmawiam z panem/panią jan?
20240815_0917,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_0917,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0917,4,CUSTOMER,to za drogie
20240815_0917,5,ADVISOR,w porządku
20240815_0917,6,CUSTOMER,miłego dnia
20240815_0917,7,ADVISOR,do widzenia
20240815_0918,1,ADVISOR,dzień dobry mówi marcin dąbrowski z banku santander czy rozmawiam z panem/panią tomasz?
20240815_0918,2,CUSTOMER,tak słucham
20240815_0918,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0918,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0918,5,ADVISOR,w porządku
20240815_0918,6,CUSTOMER,dziękuję
20240815_0918,7,ADVISOR,miłego dnia
20240815_0919,1,ADVISOR,dzień dobry mówi katarzyna wiśniewska z banku bzwbk czy rozmawiam z panem/panią sebastian?
20240815_0919,2,CUSTOMER,tak słucham
20240815_0919,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0919,4,CUSTOMER,nie mam czasu
20240815_0919,5,ADVISOR,rozumiem
20240815_0919,6,CUSTOMER,dziękuję
20240815_0919,7,ADVISOR,miłego dnia
20240815_0920,1,ADVISOR,dzień dobry mówi paweł kowalski z banku getin czy rozmawiam z panem/panią adam?
20240815_0920,2,CUSTOMER,tak słucham
20240815_0920,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0920,4,CUSTOMER,nie ufam bankom
20240815_0920,5,ADVISOR,w porządku
20240815_0920,6,CUSTOMER,miłego dnia
20240815_0920,7,ADVISOR,miłego dnia
20240815_0921,1,ADVISOR,dzień dobry mówi katarzyna wiśniewska z banku santander czy rozmawiam z panem/panią jakub?
20240815_0921,2,CUSTOMER,tak słucham
20240815_0921,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0921,4,CUSTOMER,to za duże zobowiązanie
20240815_0921,5,ADVISOR,okay
20240815_0921,6,CUSTOMER,miłego dnia
20240815_0921,7,ADVISOR,dziękuję za czas
20240815_0922,1,ADVISOR,dzień dobry mówi tomasz wiśniewski z banku handlowy czy rozmawiam z panem/panią marta?
20240815_0922,2,CUSTOMER,tak słucham
20240815_0922,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0922,4,CUSTOMER,to za drogie
20240815_0922,5,ADVISOR,ah dobrze
20240815_0922,6,CUSTOMER,dziękuję
20240815_0922,7,ADVISOR,do widzenia
20240815_0923,1,ADVISOR,dzień dobry mówi anna kowalska z banku volkswagen czy rozmawiam z panem/panią ewa?
20240815_0923,2,CUSTOMER,tak słucham
20240815_0923,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0923,4,CUSTOMER,to za duże zobowiązanie
20240815_0923,5,ADVISOR,ah dobrze
20240815_0923,6,CUSTOMER,miłego dnia
20240815_0923,7,ADVISOR,miłego dnia
20240815_0924,1,ADVISOR,dzień dobry mówi rafał nowicki z banku millennium czy rozmawiam z panem/panią anna?
20240815_0924,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0924,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0924,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0924,5,ADVISOR,w porządku
20240815_0924,6,CUSTOMER,do widzenia
20240815_0924,7,ADVISOR,do widzenia
20240815_0925,1,ADVISOR,dzień dobry mówi justyna kowalczyk z banku santander czy rozmawiam z panem/panią piotr?
20240815_0925,2,CUSTOMER,tak słucham
20240815_0925,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0925,4,CUSTOMER,nie chcę się zadłużać
20240815_0925,5,ADVISOR,w porządku
20240815_0925,6,CUSTOMER,do widzenia
20240815_0925,7,ADVISOR,dziękuję za czas
20240815_0926,1,ADVISOR,dzień dobry mówi katarzyna wiśniewska z banku credit agricole czy rozmawiam z panem/panią jakub?
20240815_0926,2,CUSTOMER,tak słucham
20240815_0926,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0926,4,CUSTOMER,już mam podobny produkt
20240815_0926,5,ADVISOR,ah dobrze
20240815_0926,6,CUSTOMER,do widzenia
20240815_0926,7,ADVISOR,do widzenia
20240815_0927,1,ADVISOR,dzień dobry mówi krzysztof nowak z banku millennium czy rozmawiam z panem/panią marta?
20240815_0927,2,CUSTOMER,tak słucham
20240815_0927,3,ADVISOR,dzwonię w sprawie ubezpieczenie
20240815_0927,4,CUSTOMER,nie chcę się zadłużać
20240815_0927,5,ADVISOR,w porządku
20240815_0927,6,CUSTOMER,do widzenia
20240815_0927,7,ADVISOR,miłego dnia
20240815_0928,1,ADVISOR,dzień dobry mówi rafał nowicki z banku ing czy rozmawiam z panem/panią ewa?
20240815_0928,2,CUSTOMER,tak słucham
20240815_0928,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0928,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0928,5,ADVISOR,ah dobrze
20240815_0928,6,CUSTOMER,do widzenia
20240815_0928,7,ADVISOR,do widzenia
20240815_0929,1,ADVISOR,dzień dobry mówi olga król z banku alior czy rozmawiam z panem/panią ewa?
20240815_0929,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0929,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0929,4,CUSTOMER,to za skomplikowane
20240815_0929,5,ADVISOR,rozumiem
20240815_0929,6,CUSTOMER,miłego dnia
20240815_0929,7,ADVISOR,miłego dnia
20240815_0930,1,ADVISOR,dzień dobry mówi olga król z banku mbank czy rozmawiam z panem/panią marta?
20240815_0930,2,CUSTOMER,tak słucham
20240815_0930,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0930,4,CUSTOMER,nie chcę się zadłużać
20240815_0930,5,ADVISOR,rozumiem
20240815_0930,6,CUSTOMER,dziękuję
20240815_0930,7,ADVISOR,miłego dnia
20240815_0931,1,ADVISOR,dzień dobry mówi filip lewandowski z banku pekao czy rozmawiam z panem/panią marta?
20240815_0931,2,CUSTOMER,tak słucham
20240815_0931,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0931,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0931,5,ADVISOR,rozumiem
20240815_0931,6,CUSTOMER,do widzenia
20240815_0931,7,ADVISOR,dziękuję za czas
20240815_0932,1,ADVISOR,dzień dobry mówi justyna kowalczyk z banku santander czy rozmawiam z panem/panią paweł?
20240815_0932,2,CUSTOMER,tak słucham
20240815_0932,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0932,4,CUSTOMER,nie jestem zainteresowany
20240815_0932,5,ADVISOR,okay
20240815_0932,6,CUSTOMER,do widzenia
20240815_0932,7,ADVISOR,do widzenia
