Cel_biznesowy,KORZYSCIE_DLA_BANKU_OBSZARU_ZESPOLU,KPI,Korzyść_dla_Banku_Obszaru_Zespołu,NAZWA_PROJEKT,NUMER,OPIS_CO_BADAMY,Opis,PRIORYTET,PROBLEM,Projekt,STATUS,STRUMIEN,TAI_refined_zadania,TAI_tagi,TAI_tagi_list,TAI_tagi_normalized,TAI_tok_myslenia,TAI_uwagi,TYP,WHISPER_NEXIDIA,Zespol_zglaszajacy_potrzebe,dodatkowe,pipeline_key,pipeline_tags,pipeline::frazy-binary,"pipeline::frazy-binary, frazy-clustering, frazy-ekstrakcja","pipeline::frazy-binary, frazy-clustering, frazy-ekstrakcja, frazy-klient-sentyment","pipeline::frazy-binary, frazy-clustering, frazy-klient-sentyment","pipeline::frazy-binary, frazy-ekstrakcja","pipeline::frazy-binary, frazy-klient-ekstrakcja",pipeline::frazy-binaryx2,"pipeline::frazy-binaryx2, frazy-clustering, frazy-ekstrakcja","pipeline::frazy-clustering, frazy-ekstrakcja",pipeline::frazy-ekstrakcja,pipeline::frazy-emocje,pipeline::frazy-klient-ekstrakcja
,Zwiększenie wolumenu sprzedaży,"SR (Sales Revenue), SV (Sales Volumen)",,Kredyt konsumpcyjny,62,Doradcy na wstepie pytaja wprost czy klient chce kredyt zamiast przedstawić ofertę językiem korzyśći,,1,Czy Doradcy stosują pytanien wprost  czy Klient chce kredyt,,,ODZ,"Czy doradcy stosują pytanie wprost, czy klient chce kredyt, zamiast prezentować ofertę językiem korzyści?","frazy-binary, kredyt-got,ofertowanie","['frazy-binary', 'kredyt-got', 'ofertowanie']","frazy-binary, kredyt-got, ofertowanie",,,BIZNES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Zwiększenie wolumenu sprzedaży,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Karta Kredytowa/Kredyt konsupcyjny,63,"Doradca nie odnosi się do tematu kampanii ( np kampania citi ), lub zalet produktu ( np bezpieczeństwa )",,1,Czy Doradca odnosi się do kampanii/zalet produktu,,,ODZ,"Czy doradca odnosi się do kampanii i zalet produktu (np. bezpieczeństwo, dodatkowe korzyści) podczas oferowania karty kredytowej lub kredytu konsumpcyjnego?","frazy-binary, kampania, zalety, karta-kredytowa, kredyt-got","['frazy-binary', 'kampania', 'zalety', 'karta-kredytowa', 'kredyt-got']","frazy-binary, kampania, zalety, karta-kredytowa, kredyt-got",,,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Zwiększenie wolumenu sprzedaży,"SR (Sales Revenue), SV (Sales Volumen)",,Dodatkowy produkt,64,Doradcy proponują produkt z którego Klient nie może skorzystać np: proponują ubezpieczenie motor dla Klienta bez auta lub składaja ofertę zadając tylko jedno pytanie: 'czy chciałby Pan/i..',,1,Czy Doradcy badaja potrzeby przed zaproponowaniem dodatkowego produktu,,,ODZ,Czy doradcy badają potrzeby klienta przed zaproponowaniem dodatkowego produktu i unikają ofert niedopasowanych?,"frazy-binaryx2, ofertowanie, cross-sell","['frazy-binaryx2', 'ofertowanie', 'cross-sell']","frazy-binaryx2, ofertowanie, cross-sell",,wieloetapowe:2,BIZNES,,,,frazy-binaryx2,frazy-binaryx2,0,0,0,0,0,0,1,0,0,0,0,0
,Zwiększenie NPS,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Docenienie,65,Doradcy nie doceniają Klienta,,1,Czy Doradcy doceniają Klienta w rozmowie,,,ODZ,"Czy doradcy doceniają klienta w rozmowie, używając zwrotów uznania i podziękowań?","frazy-binary, nps","['frazy-binary', 'nps']","frazy-binary, nps",,,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Zwiększenie wolumenu sprzedaży,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Pobieranie raportu BIK,66,Doradcy często pobierja raport BIK dla podglądu zobowiązań Klienta ( symulacja 0 ),,1,Czy Doradcy wykonują badanie zdolności po pobraniu raportu BIK,,,ODZ,"Czy doradcy wykonują badanie zdolności po pobraniu raportu BIK, czy jedynie przeglądają raport bez analizy?","frazy-binary, frazy-ekstrakcja, bik, analiza-zdolności, kredyt-got","['frazy-binary', 'frazy-ekstrakcja', 'bik', 'analiza-zdolności', 'kredyt-got']","frazy-binary, frazy-ekstrakcja, bik, analiza-zdolności, kredyt-got",,prośba o doprecyzowanie - co tutaj badamy,KONTROLA,,,,"frazy-binary, frazy-ekstrakcja","frazy-binary, frazy-ekstrakcja",0,0,0,0,1,0,0,0,0,0,0,0
,Postępowanie zgodnie z regulacjami,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Obowiązki informacyjne,67,"Doradcy proponują bbc mimo, że dochód jest nieakceptowalny / zagraniczny lub klient samodzielnie nie ma zdolności ( rekomendują doliczenie dochodu np.;"" meża, żony )",,1,Czy Doradcy proponują bbc dla niekaptowalnego dochodu,,,ODZ,"Czy doradcy proponują BBC dla nieakceptowalnego dochodu lub niewystarczającej zdolności, mimo braku możliwości?","frazy-binaryx2, ofertowanie, self-service, obowiazki-informacyjne,obowiazki-informacyjne","['frazy-binaryx2', 'ofertowanie', 'self-service', 'obowiazki-informacyjne']","frazy-binaryx2, ofertowanie, self-service, obowiazki-informacyjne",,"czy robimy po komunikacji, że dochód jest nieakcpetowalny, czy podciągamy dane z bazy",KONTROLA,,,,frazy-binaryx2,frazy-binaryx2,0,0,0,0,0,0,1,0,0,0,0,0
,Postepowanie zgodnie z regulacjami,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Obowiązki informacyjne,68,Doradcy nie odczytują w pełni poprawnie wszystkich oświadczeń lub nie podają pełnej nazwy produktu np. karta zamiast karta kredytowa,,1,"Czy Doradcy prawidłowo odczytują wymagane oświadczenia do procesu: MZI, APK, Regułka o Agencie, oswiadczenia do e2e",,,ODZ,"Czy doradcy prawidłowo odczytują wymagane oświadczenia (MZI, APK, Regułka o Agencie, oświadczenia e2e) i używają pełnych nazw produktów?","frazy-binary, baza-wektorowa-produkty, baza-wektorowa-oświadczenia,service","['frazy-binary', 'baza-wektorowa-produkty', 'baza-wektorowa-oświadczenia', 'service']","frazy-binary, baza-wektorowa-produkty, baza-wektorowa-oświadczenia, service",,ustalenie,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Zwiększenie wolumenu sprzedaży,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Ubezpieczenia,69,Doradcy często polecają bbc wysyłaja oferty na maila i sami proponują zastanowienie się,,1,Czy Doradcy dążą do finalizacji w jednej rozmowie,,,ODZ,"Czy doradcy dążą do finalizacji sprzedaży ubezpieczenia w jednej rozmowie, zamiast odsyłać klienta do BBC lub prosić o zastanowienie","frazy-binary,  ubezpieczenia, ofertowanie","['frazy-binary', 'ubezpieczenia', 'ofertowanie']","frazy-binary, ubezpieczenia, ofertowanie",,,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Złamanie tajemnicy bankowej,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Obowiązki informacyjne,70,"Doradcy nie potwierdzją nazwiska Klienta, numeru tel przed wysyłka sms kodu, oraz przyjmuja błedną miejscowośc z adresu, adres mailowy",,1,Czy Doradcy prawidłowo wykonuja identyfikację quizową,,,ODZ,"Czy doradcy  wykonują identyfikację quizową (potwierdzają nazwisko, numer telefonu, miejscowość, adres e-mail) przed wysłaniem kodu SMS?","frazy-binary, obowiązki-informacyjne, service","['frazy-binary', 'obowiązki-informacyjne', 'service']","frazy-binary, obowiązki-informacyjne, service",,,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Zwiększenie MA,"CSAT (satysfakcja klienta), FCR, NPS",,Ilość propozycji mobilnej autoryzacji,71,Czy doradca zaproponował MA,,1,"Mniejsza niż oczekiwana liczba klientów, którzy są zweryfikowani MA",,,ODZ,Czy doradca proponuje mobilną autoryzację (MA) w rozmowach,"frazy-binary, mobilna-autoryzacja, self-service","['frazy-binary', 'mobilna-autoryzacja', 'self-service']","frazy-binary, mobilna-autoryzacja, self-service",,,PROCES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Wzrost zrealizowanych ankiet,"FCR, NPS",,Propozycje PSK,72,Weryfikacja czy doradca zaproponował MA,,3,Duża ilość nieaktualnych lub brak ankiety u klientów,,,ODZ,"Czy doradca proponuje mobilną autoryzację (MA) podczas weryfikacji PSK? Proszę o wyjaśnienie, czym jest PSK.","service, frazy-binary, kyc,nps","['service', 'frazy-binary', 'kyc', 'nps']","service, frazy-binary, kyc, nps",,"Prośba o doprecyzowanie, czy chodzi o propozycje wypełnienia psk?",PROCES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Większa liczba klinentów z aktualnymi danymi w bazach co wpłynie na dostepnosć oferty.,"CSAT (satysfakcja klienta), FCR, NPS",,Aktualizacja danych,73,Czy doradcy widząc komunikat informują o konieczności aktualizacji.,,2,Nieaktualne dane = brak możlwiosci sprzedaży (dowód),,,ODZ,"Czy doradcy, widząc komunikat w systemie, informują klienta o konieczności aktualizacji danych (np. dowodu)?","frazy-binary,kyc,nps, service","['frazy-binary', 'kyc', 'nps', 'service']","frazy-binary, kyc, nps, service",,,PROCES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Personalizacja oferty dla klienta w BBC,NPS,,Proces kredytowy i oferta,74,Opinie klientów na temat oferty,,2,Konkurencyjność innych banków,,,ODZ,Analiza wypowiedzi klientów na temat oferty kredytu oraz postrzegania konkurencji; jakie opinie i frazy pojawiają się w rozmowach?,"frazy-binary, frazy-ekstrakcja,frazy-clustering,llm-podsumowanie, opinie, kredyt-got, ofertowanie,nps","['frazy-binary', 'frazy-ekstrakcja', 'frazy-clustering', 'llm-podsumowanie', 'opinie', 'kredyt-got', 'ofertowanie', 'nps']","frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie, opinie, kredyt-got, ofertowanie, nps",,wieloetapowe:4,PROCES,,,,"frazy-binary, frazy-clustering, frazy-ekstrakcja","frazy-binary, frazy-clustering, frazy-ekstrakcja",0,1,0,0,0,0,0,0,0,0,0,0
,Utrzymanie produktów w Linii Select,"NPS, uproduktownienie",,Retencja Select,75,Czy doradca korzysta z komptencji retencyjnych (utrzymanie select),,2,Rezygnacja klientów z produktów,,,Select,Czy doradca korzysta z kompetencji retencyjnych w rozmowach z klientami Select w celu utrzymania produktu?,"frazy-binary, retencja, select, utrzymanie","['frazy-binary', 'retencja', 'select', 'utrzymanie']","frazy-binary, retencja, select, utrzymanie",,prośba o doprecyzowanie,PROCES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,"Wzrost sprzedaży, doradca widząć ekran klienta może wyeliminować błędy","Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Screenscharing,76,Czy doradca zaproponował/ mógł wykorzystać SSCH.,,1,Doradcy nie wykorzystują potencjału,,,ODZ,"Czy doradca proponuje lub mógł wykorzystać funkcję screensharing podczas rozmowy, aby pomóc klientowi?","frazy-binary, screensharing, service","['frazy-binary', 'screensharing', 'service']","frazy-binary, screensharing, service",,,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Wzrost sprzedaży produktów inwestycyjnych,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Produkty inwestycyjne,77,Dlaczego klient nie skorzystał z oferty?,,2,"Zakończenie rozmowy na etapy wachlarza lub ankiety, nie dokończenie zakupu.",,,Select/ PB,"Analiza rozmów o produktach inwestycyjnych, w których klient nie finalizuje zakupu; jakie powody i frazy pojawiają się na etapie ankiety lub wachlarza?","frazy-binary, frazy-ekstrakcja, frazy-clustering, inwestycje, rezygnacja","['frazy-binary', 'frazy-ekstrakcja', 'frazy-clustering', 'inwestycje', 'rezygnacja']","frazy-binary, frazy-ekstrakcja, frazy-clustering, inwestycje, rezygnacja",,wieloetapowe:3 (opcjonalnie 4 z podsumowaniem llm) - prośba o doprecyzowanie czym jest wachlarz,KONTROLA,,,,"frazy-binary, frazy-clustering, frazy-ekstrakcja","frazy-binary, frazy-clustering, frazy-ekstrakcja",0,1,0,0,0,0,0,0,0,0,0,0
,Spadek ilosci utraconych wniosków,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Zastrzeżony/ zablokowany pesel,78,Potencjał na odzyskanie sprzedaży,,1,Duża liczba utraconych wniosków kredytowych w BBC,,,ODZ,"Analiza rozmów, w których wniosek kredytowy zostaje utracony z powodu zastrzeżonego lub zablokowanego PESEL; jakie sformułowania padają i czy istnieje potencjał na odzyskanie sprzedaży?","frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, ofertowanie","['frazy-binary', 'frazy-ekstrakcja', 'frazy-clustering', 'kredyt-got', 'ofertowanie']","frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, ofertowanie",,wieloetapowe:3 - co tutaj analizujemy - prośba o doprecyzowanie,KONTROLA,,,,"frazy-binary, frazy-clustering, frazy-ekstrakcja","frazy-binary, frazy-clustering, frazy-ekstrakcja",0,1,0,0,0,0,0,0,0,0,0,0
,"Wyższy SL, klient załatwia swoja sprawę szybciej, zwiększenie efektywności doradcy",SL,,Procesy obsługowe na Linii Select,79,"Skale procesów, weryfikacja czy procesy się powtarzają i które można przekierować na VB",,1,Zbyt niski SL,,,Select,"Analiza skali procesów obsługowych na linii Select; identyfikacja powtarzających się procesów, które można przekierować na VB (VoiceBot).","service, procesy-analiza, segmentacja-procesów, select, vb","['service', 'procesy-analiza', 'segmentacja-procesów', 'select', 'vb']","service, procesy-analiza, segmentacja-procesów, select, vb",,"wieloetapowe:2 - prośba o zdefiniowanie zadania, doprecyzowanie",PROCES,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,Poprawa wyników kontroli w ODZ,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Karty kontrolne,80,"Przeniesienie kontroli na automat by zwiększyć jej skalę i zweryfikować, którzy wypadają najgorzej.",,1,Niska skala kontroli,,,ODZ,"Czy możemy przenieść karty kontrolne na automat, aby zwiększyć skalę kontroli i zidentyfikować doradców z najsłabszymi wynikami?","kontrola, automatyzacja, analiza-wydajności, scoring","['kontrola', 'automatyzacja', 'analiza-wydajności', 'scoring']","kontrola, automatyzacja, analiza-wydajności, scoring",,"wieloetapowe:4 - prośba o zdefiniowanie zadania, doprecyzowanie",KONTROLA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,"efektywność doradcy, przekierowanie odblokowywania do voice bota",SL,,Przelewy podobnie jak OPPT,81,Zasadność blokad,,2,Chemy żeby klient mógł samodzielnie potwierdzić ilość zlecone przelewy (dostepnosć w innych bankach),,,ODZ,Czy klient może samodzielnie potwierdzić liczbę zleconych przelewów i jakie są przeszkody (np. blokady)?,"przelewy, self-service, blokady","['przelewy', 'self-service', 'blokady']","przelewy, self-service, blokady",,"potrzeba doprecyzowania, co oznacza OPPT i jaki jest cel zadania",PROCES,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,wzrost sprzedaży w ODZ,NPS,,Główne powody odsyłania klientów do Oddziału,82,kredyt dla jdg,,1,Tracimy potencjalnego klienta,,,ODZ,Zidentyfikować główne powody odsyłania klientów do oddziału (np. w kontekście kredytu dla JDG) poprzez analizę fraz w rozmowach i pogrupować je.,"frazy-binary, frazy-ekstrakcja, frazy-clustering, jdg, kredyt-got, nps","['frazy-binary', 'frazy-ekstrakcja', 'frazy-clustering', 'jdg', 'kredyt-got', 'nps']","frazy-binary, frazy-ekstrakcja, frazy-clustering, jdg, kredyt-got, nps",,wieloetapowe:3 - duplikat wiersz 29,PROCES,,,,"frazy-binary, frazy-clustering, frazy-ekstrakcja","frazy-binary, frazy-clustering, frazy-ekstrakcja",0,1,0,0,0,0,0,0,0,0,0,0
,aktualizascja danych = możliwosć skorzystania z oferty,"CSAT (satysfakcja klienta), FCR, NPS",,Aktualizacja dowodu na telefonie,83,czy doradcy proponują aktualizację,,2,"Doradcy nie korzystaja z procesu, klienci nie są poinformowani",,,ODZ,"Czy doradcy proponują aktualizację dowodu na telefonie podczas rozmów, informując klienta o takiej możliwości?","frazy-binary,kyc, service","['frazy-binary', 'kyc', 'service']","frazy-binary, kyc, service",,,PROCES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,"większa sprzedaż produktów ubezpieczeniowych, brak konsekwencji regulatora w przypadku ewentualnych kontroli","SR (Sales Revenue), SV (Sales Volumen)",,Ubezpieczenia,84,"czy doradcy przedstawiają ofertę, a jeśli tak to czy robią to zgodnie z procedurą",,2,"Mała ilość zagajeń u doradców sprzedażowych, misseling",,,ODZ,"Czy doradcy przedstawiają ofertę ubezpieczenia, a jeśli tak, czy robią to zgodnie z procedurą (unikając missellingu)? Zidentyfikować sformułowania sprzedażowe.","frazy-binary, baza-wektorowa-oswiadczenia(procedury), misselling","['frazy-binary', 'baza-wektorowa-oswiadczenia(procedury)', 'misselling']","frazy-binary, baza-wektorowa-oswiadczenia(procedury), misselling",,wieloetapowe:2,BIZNES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,Zwiększona ilość zostawionych dat końca polis,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Pozyskiwanie dat końca polis,85,Czy doradcy pytają o datę końca polisy,,2,Niska ilość miesięczna dat końca polis,,,,Czy doradcy pytają klientów o datę końca polisy ubezpieczeniowej,"frazy-binary, ubezpieczenia","['frazy-binary', 'ubezpieczenia']","frazy-binary, ubezpieczenia",,,KONTROLA,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",,Propozycja dodatkowego produktu w kampaniach ubezpieczeniowych,86,,,1,Niska sprzedaż,,,,"W kampaniach ubezpieczeniowych, czy doradcy proponują klientom dodatkowy produkt?","frazy-binary, ubezpieczenia, kampania, cross-sell","['frazy-binary', 'ubezpieczenia', 'kampania', 'cross-sell']","frazy-binary, ubezpieczenia, kampania, cross-sell",,,BIZNES,,,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
Oszczędność czasu,,AHT,"Uwolnienie czasu doradcy, eliminacja błędów w kodowaniu (poprawne kodowanie rozmowy)",,,,"Na podstawie tego, o czym była rozmowa narzędzie określa kod rozmowy",,,Automatyczne kodowanie rozmów w celu faktycznego określenia tematu rozmowy,,,Jak automatycznie przypisać do transkrypcji właściwy kod tematu (jedno- lub wieloetykietowy) na podstawie słownika/katalogu tematów?,"service, kategoryzacja-rozmów, multi-label-klasyfikacja, frazy-ekstrakcja, baza-wektorowa-tematy, retrieval+reranking, thresholding, human-in-the-loop, scoring-jakości","['service', 'kategoryzacja-rozmow', 'multi-label-klasyfikacja', 'frazy-ekstrakcja', 'baza-wektorowa-tematy', 'retrieval+reranking', 'thresholding', 'human-in-the-loop', 'scoring-jakosci']","service, kategoryzacja-rozmow, multi-label-klasyfikacja, frazy-ekstrakcja, baza-wektorowa-tematy, retrieval+reranking, thresholding, human-in-the-loop, scoring-jakosci","1) Zdefiniować taksonomię tematów; 2) Zbudować wektorową bazę tematów i przykładów; 3) Klasyfikacja (multi-label) z retrieval+reranking; 4) Kalibracja progów, ewaluacja i pętla HIL.",wieloetapowe:3-4,,,ZRKiWS,"do pogadania z zespołem Patryka/Ewy - co oni mają gdzie się przecinamy. jakim sposobem klasyfikują tą rozmowę - czy robią odwołania do jakiejś bazy produktowej (wektorwej), czy mają listę kodów rozmów, czy robią nowe kody na podstawie rozmów, czy wymyślili nowe kody z pomocą podsumowań llm",frazy-ekstrakcja,frazy-ekstrakcja,0,0,0,0,0,0,0,0,0,1,0,0
Wzrost sprzedaży,,SC,"chcemy na bieżąco weryfikować jakość propozycji doradców, wyodrębnimy doradców, którzy potrzebują doszkolenia",,,,"Czy doradca powiedział o ofercie kredytu wyłącznie kierując klienta do zakładki Oferta czy jednak zaproponował dany produkt mowiąc o nim szerzej (wówczas stwierdzamy że mamy do czynienia z efektywnym i jakościowym ofertowaniem i takim, które ma większą szansę na przełożenie się na sprzedaż)",,,Ocena jakości propozycji sprzedażowych doradców,,,"Jak odróżnić ""puste"" odesłanie do zakładki Oferta od jakościowego ofertowania (język korzyści, obiekcje, CTA) i ocenić jego jakość?","ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-ocena-argumentów, scoring-oferty","['ofertowanie', 'frazy-binary', 'frazy-ekstrakcja', 'frazy-clustering', 'llm-ocena-argumentow', 'scoring-oferty']","ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-ocena-argumentow, scoring-oferty","1) Binary: czy było ofertowanie; 2) Ekstrakcja i klasteryzacja argumentów; 3) LLM/klasyfikator oceny jakości (skala), walidacja vs sprzedaż.",wieloetapowe:3,,,ZRKiWS,ekstrakcja fraz i llm ocena jakości jest opcjonalne dla mnie - ale fajny dodatek,"frazy-binary, frazy-clustering, frazy-ekstrakcja","frazy-binary, frazy-clustering, frazy-ekstrakcja",0,1,0,0,0,0,0,0,0,0,0,0
Wzrost sprzedaży,,Ofertowanie,"działanie w celu podniesienia sprzedaży, weryfikacja wykorzystywania szans sprzedażowych w rozmowach",,,,"Wykrywanie fraz z poziomu tego, co powiedział doraca. Aktywne słuchanie - parafrazy - ""Wspominał Pan o tym…"", "" Idealne rozwiązanie dla Pana to…"", "" Na podstawie tego co Pan powiedział najlepszym produktem będzie…""",,,Weryfikacja wykorzystywania szans sprzedażowych w rozmowach,,,"Czy doradca wykorzystuje aktywne słuchanie i parafrazuje wypowiedzi klienta, aby dopasować ofertę do jego potrzeb?","aktywne-słuchanie, frazy-binary, frazy-ekstrakcja, pair-classification-agent-client, opportunity-detection, service-to-sales","['aktywne-słuchanie', 'frazy-binary', 'frazy-ekstrakcja', 'pair-classification-agent-client', 'opportunity-detection', 'service-to-sales']","aktywne-słuchanie, frazy-binary, frazy-ekstrakcja, pair-classification-agent-client, opportunity-detection, service-to-sales",1) Detekcja parafrazy/odniesień do wypowiedzi klienta; 2) Detekcja szans (słowa kluczowe klienta); 3) Powiązanie i scoring wykorzystania szans.,wieloetapowe:3,,,ZRKiWS,,"frazy-binary, frazy-ekstrakcja","frazy-binary, frazy-ekstrakcja",0,0,0,0,1,0,0,0,0,0,0,0
Wzrost sprzedaży,,Realizacja celu na KG,"zwiększenie realizacji planów sprzedażowych - volumen kredytu, ocena skuteczności szkolenia ( po szkoleniu), weryfikacja osób które potrzebują doszkolenia",,,,"Czy doradca proponuje większą kwotę niż podana przez klienta - czyli np. czy w rozmowie doradca użył sformułowań: ""Może przyda się większa kwota, zawsze można wcześniej nadpłacić a nie będzie trzeba kolejny raz wnioskować""",,,Mierzalność szkolenia sprzedażowego Kredyt gotówkowy,,,Czy doradca proponuje klientowi większą kwotę kredytu niż początkowo wskazana przez klienta?,"kredyt-got, ofertowanie, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentacji, szkolenie-skuteczność","['kredyt-got', 'ofertowanie', 'frazy-binary', 'frazy-ekstrakcja', 'llm-ocena-argumentacji', 'szkolenie-skuteczność']","kredyt-got, ofertowanie, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentacji, szkolenie-skuteczność",1) Binary: czy padła propozycja wyższej kwoty; 2) Ekstrakcja argumentów; 3) Ocena jakości argumentacji vs efekt/sprzedaż.,wieloetapowe:2-3,,,ZRKiWS,,"frazy-binary, frazy-ekstrakcja","frazy-binary, frazy-ekstrakcja",0,0,0,0,1,0,0,0,0,0,0,0
Wzrost sprzedaży,,"SC, E2E","Dokładna analiza potencjału rozmów doradców, dashbord pozwoliłby na stały dostęp do śledzenia swoich wyników i wyciąganie wniosków",,,,"Weryfikacja ile % rozmów doradcy jest w jakich tematach, ile % miał szans sprzedażowych, ile % finalizacji, szacowanie ile przepadło i jakie plany",,,Dashboard doradcy,,,Jaki jest rozkład tematyczny rozmów doradcy i jaki procent stanowią szanse sprzedażowe oraz finalizacje?,"dashboard, agregacja-metryk, kategoryzacja-rozmów, opportunity-detection, finalizacja-binary, join-z-CRM, scoring-doradcy","['dashboard', 'agregacja-metryk', 'kategoryzacja-rozmow', 'opportunity-detection', 'finalizacja-binary', 'join-z-crm', 'scoring-doradcy']","dashboard, agregacja-metryk, kategoryzacja-rozmow, opportunity-detection, finalizacja-binary, join-z-crm, scoring-doradcy","1) Zależności: klasyfikacja tematów, szanse, finalizacja; 2) Agregacja per doradca; 3) Dashboard/raport; 4) Walidacja vs KPI sprzedażowe.",wieloetapowe:4 (zależne),,,ZRKiWS,,,,0,0,0,0,0,0,0,0,0,0,0,0
Wzrost sprzedaży,,Ofertowanie,"Działanie w celu podniesienia sprzedaży, weryfikacja wykorzystywania szans sprzedażowych w rozmowach, ocena aktualnego działania i ewentualna prognoza nowych szkoleń",,,,"Wykrywanie fraz z poziomu tego, co powiedział klient. Słowa klienta, na podstawie których można dopasować produkt - np. klient wspomniał że posiada samochód zatem czy doradca zaproponował ubezpieczenie motor oraz czy odnotował w systemie datę końca polisy.",,,S2S - dopasowanie sprzedaży do potrzeb klienta,,,Czy doradca identyfikuje potrzeby klienta na podstawie jego wypowiedzi i dopasowuje do nich odpowiednie produkty?,"cross-sell, need-to-product-mapping, frazy-klient-ekstrakcja, baza-wektorowa-produktów, retrieval+reranking, rekomendacje, compliance-odnotowanie","['cross-sell', 'need-to-product-mapping', 'frazy-klient-ekstrakcja', 'baza-wektorowa-produktów', 'retrieval+reranking', 'rekomendacje', 'compliance-odnotowanie']","cross-sell, need-to-product-mapping, frazy-klient-ekstrakcja, baza-wektorowa-produktów, retrieval+reranking, rekomendacje, compliance-odnotowanie",1) Ekstrakcja potrzeb klienta; 2) Retrieval produktów (wektor+reranking); 3) Detekcja reakcji doradcy (czy zaproponował); 4) Audyt zapisu w systemie.,wieloetapowe:4,,,ZRKiWS,"Jeśli ucieknie szansa sprzedażowa - nie wychwyci jeden doradca, to potencjalne szanse sprzedażowe powinny się odkładac w bazie wektorowej na potrzeby kolejnych kampanii - aby doradcy mogli je wykorzystać",frazy-klient-ekstrakcja,frazy-klient-ekstrakcja,0,0,0,0,0,0,0,0,0,0,0,1
