Zespół zgłaszający potrzebę,Projekt,Cel biznesowy,KPI,Opis,Korzyść dla Banku/Obszaru/Zespołu,TAI - refined_zadania,TAI - tagi,TAI - uwagi,TAI - tok myslenia,dodatkowe,NUMER ,NAZWA - PROJEKT,KPI_BC,TYP (BIZNES/PROCES/KONTROLA),WHISPER/NEXIDIA,PRIORYTET,PROBLEM ,TAI-uwagi,TAI-tagi,TAI-refined zadania,OPIS- CO BADAMY ,KORZYŚCIE DLA BANKU/OBSZARU/ZESPOŁU,STRUMIEŃ,STATUS,TAI - tagi_standaryzowane,TAI-tagi_standaryzowane,TAI_tagi_final,pipeline_baza_wektorowa_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_bezpieczeństwo_frazy_ekstrakcja,pipeline_baza_wektorowa_fraudy_fraud_klasyfikacja_frazy_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_indykatory_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_oswiadczenia(procedury)_frazy_binary,pipeline_baza_wektorowa_oświadczenia_baza_wektorowa_produkty_frazy_binary,pipeline_baza_wektorowa_procedury_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_baza_wektorowa_procedury_frazy_binary_retrieval,pipeline_baza_wektorowa_produktów_frazy_binary_frazy_klient_ekstrakcja,pipeline_baza_wektorowa_produktów_frazy_klient_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_promocji_frazy_binary_frazy_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_scripts_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_baza_wektorowa_skrypt_frazy_binary_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_skrypty_frazy_ekstrakcja_retrieval,pipeline_baza_wektorowa_tematy_frazy_ekstrakcja_kategoryzacja_rozmów_multi_label_klasyfikacja_ret...,pipeline_clustering_multi_channel_klasyfikacja_sentyment_topic_modeling,pipeline_frazy_binary,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_frazy_klient_sentyment,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_frazy_klient_sentyment_llm_podsumowanie,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_ocena_argumentów_scoring_oferty,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_opis_ocena,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_opis_segment,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_scoring_wejścia,pipeline_frazy_binary_frazy_clustering_frazy_klient_sentyment,pipeline_frazy_binary_frazy_ekstrakcja,pipeline_frazy_binary_frazy_ekstrakcja_llm_ocena_argumentacji,pipeline_frazy_binary_frazy_ekstrakcja_llm_ocena_argumentów,pipeline_frazy_binary_frazy_ekstrakcja_pair_classification_agent_client,pipeline_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_frazy_binary_pair_classification_agent_client,pipeline_frazy_binary_x2,pipeline_frazy_binary_x2_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_sentyment,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_topic_modeling,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_profilu,pipeline_frazy_ekstrakcja_llm_różnice,pipeline_frazy_emocje_sentyment_czasowy,pipeline_kategoryzacja_rozmów_scoring_doradcy,pipeline_llm_klasyfikacja→skala,pipeline_llm_podsumowanie_retrieval_structured+unstructured,pipeline_llm_podsumowanie_sentyment_tema_clustering_topic_modeling,pipeline_llm_porównanie,pipeline_retrieval,pipeline_scoring
,,,,,,,,,,,31.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,"Doradcy nie oferują kredytów przy każdej rozmowie, gdy jest to możliwe.","wieloetapowe:3 (lub 4, jeśli dorzucimy llm-podsumowanie - w zależności od potrzeb) czy to ma być przekrojowe - jakie frazy występują, gdy występuje ofertowanie kredytu? Prośba o doprecyzowanie","ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt","Czy doradca miał szansę zaproponować kredyt, ale tego nie zrobił? Gdy przedstawił ofertę, to jakich fraz użył",Frazes związane z przedstawianiem oferty kredytu w trakcie rozmowy.,"Zwiększenie liczby rozmów, w których przedstawiana jest oferta kredytowa.",ODZ,,,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt","ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,35.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,"Nieodpowiednie zarządzanie obiekcjami klientów, szczególnie w rozmowach o kredytach.",wieloetapowe:3 (opcjonalnie 4 - gdy chcemy llm-podsumowanie),"obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering,kredyt-got",Czy klient zgłosił obiekcje do finalizacji? Jakie było to obiekcje?,Identyfikacja najczęściej występujących obiekcji klientów przy rozmowach o kredytach.,Poprawa skuteczności rozmów poprzez lepsze zarządzanie obiekcjami.,ODZ,,,"obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got","obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,37.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,2.0,Zbyt mała liczba rozmów kończy się symulacją kredytową.,,"ofertowanie, frazy-binary, kredyt-got",Czy wystąpiła symulacja kredytowa w rozmowie,Częstość składania symulacji kredytowej w rozmowach.,"Większa liczba rozmów kończących się symulacją kredytową, co zwiększa potencjalną finalizację sprzedaży.",ODZ,,,"ofertowanie, frazy-binary, kredyt-got","ofertowanie, frazy-binary, kredyt-got",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,39.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,2.0,Brak spójnego zakończenia rozmów z wezwaniem do działania.,wieloetapowe: 4,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, frazy-klient-sentyment, karta-kredytowa","Czy pojawiło się cta?  Jeśli tak, to jakie i jsk poszczególne sformułowania wpływały na decyzje ","Wykrywanie fraz związanych z call-to-action na zakończenie rozmowy (np. 'czy możemy rozpocząć proces?', 'zgadza się Pan na te warunki?').",Większa liczba rozmów zakończonych decyzją klienta o rozpoczęciu procesu.,ODZ,,,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, frazy-klient-sentyment, karta-kredytowa","ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, frazy-klient-sentyment, karta-kredytowa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,42.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,Zbyt mało rozmów zakończonych przekierowaniem do ekspertów finansowych w przypadku większych kredytów.,wieloetapowe:3 (opcjonalnie 4 - gdy chcemy llm-podsumowanie),"service, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got","Czy pojawiło się przekierowanie do eksperta finansowego? Jeśli tak, to jakie były powody",Wykrywanie przekierowań do ekspertów finansowych i powodów takich przekierowań.,Zwiększenie finalizacji rozmów poprzez przekierowanie do ekspertów w przypadku większych kredytów.,ODZ,,,"service, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got","service, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,44.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,"**Doradcy nie stosują spersonalizowanych argumentów, mimo posiadania danych o klientach (np. wcześniejsze produkty, historia współpracy).**",wieloetapowe:3 (opcjonalnie 4 - gdy chcemy llm-podsumowanie),"ofertowanie,personalizacja, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got",Czy doradcy wykorzystują dane o kliencie (np. wcześniejsze produkty) w rozmowie kredytowej; identyfikacja spersonalizowanych argumentów i ich wpływu na sprzedaż.,"**Frazes związane z używaniem personalizacji (np. 'Pana wcześniejszy kredyt', 'na podstawie historii możemy zaproponować').**","**Zwiększenie wykorzystania personalizacji w rozmowach, co prowadzi do wyższej sprzedaży.**",ODZ,,,"ofertowanie, personalizacja, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got","ofertowanie, personalizacja, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,47.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,**Niewystarczające przekonywanie klientów o korzyściach refinansowania istniejących zobowiązań poprzez kredyt konsumpcyjny.**,wieloetapowe:3 (opcjonalnie 4 - gdy chcemy llm-podsumowanie),"frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, refinansowanie",Czy doradcy przekonują klientów o korzyściach refinansowania istniejących zobowiązań poprzez kredyt konsumpcyjny; jakie frazy wykorzystują?,"**Frazes dotyczące refinansowania zobowiązań (np. 'przenieść zobowiązania', 'połączyć kredyty w jedno').**",**Zwiększenie liczby refinansowań zobowiązań za pomocą kredytu konsumpcyjnego.**,ODZ,,,"frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, refinansowanie","frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, refinansowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,49.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,2.0,"**Zbyt niski poziom dopytywania klientów o ich potrzeby finansowe na początku rozmowy, co prowadzi do niewłaściwej oferty.**",wieloetapowe:2,"frazy-binaryx2,kredyt-got, ofertowanie","Wykrywanie rozmów, gdzie doradcy nie zadają pytań o potrzeby finansowe klienta na początku rozmowy, co prowadzi do niewłaściwej oferty.","**Wykrywanie rozmów, gdzie doradcy nie zadają pytań o potrzeby finansowe na początku rozmowy.**",**Zwiększenie skuteczności rozmów poprzez lepsze badanie potrzeb klientów.**,,,,"frazy-binary-x2, kredyt-got, ofertowanie","frazy-binary-x2, kredyt-got, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,52.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,2.0,**Zbyt mała liczba klientów jest przekonywana do większych kwot kredytów przy korzystnych warunkach spłaty.**,,"frazy-binary,kredyt-got, ofertowanie","Czy doradcy proponują większe kwoty kredytu przy korzystnych warunkach spłaty; zidentyfikować rozmowy, w których doradcy nie proponują wyższych kwot mimo możliwości.","**Wykrywanie rozmów, w których doradcy nie proponują wyższych kwot kredytów mimo korzystnych warunków.**",**Zwiększenie średnich kwot kredytów dzięki skutecznej argumentacji doradców.**,ODZ,,,"frazy-binary, kredyt-got, ofertowanie","frazy-binary, kredyt-got, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,57.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Czy Doradcy proponują współwnioskodawcę,,"frazy-binary, kredyt-got, ofertowanie",Czy doradcy proponują współwnioskodawcę w sytuacji niewystarczającej zdolności kredytowej podczas symulacji?,podczas symulacji Doradcy nie proponują współwnioskodawcy,Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, kredyt-got, ofertowanie","frazy-binary, kredyt-got, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,58.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Czy Doradcy przechodzą do finalizacji tu i teraz,,"frazy-binary, kredyt-got, finalizacja","Czy doradcy przechodzą do finalizacji kredytu w tej samej rozmowie, czy proponują oddzwonienie lub przekładają kontakt?","Doradcy często proponują oddzwonienie, przekładją kontakty",Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, kredyt-got, finalizacja","frazy-binary, kredyt-got, finalizacja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,59.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,1.0,Czy Doradcy maksymalizują kwotę oferty,,"frazy-binary, kredyt-got, ofertowanie","Czy doradcy maksymalizują kwotę oferty kredytowej, pytając o cel kredytu i proponując wyższą kwotę?","Doradcy ofertują na tyle ile Klient chce, nie pytaja czy ta kwota jest wsytarczająca ani o cel kredytu",Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, kredyt-got, ofertowanie","frazy-binary, kredyt-got, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,60.0,Kredyt konsumpcyjny,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,"Czy Doradcy pytają o opinie Klienta na temat przedstawionej oferty , w tym po zbdanaiu zdolności",,"frazy-binary, kredyt-got, opinia-klienta","Czy doradcy pytają klienta o opinię na temat przedstawionej oferty, w tym po badaniu zdolności?",Doradcy po przedstawieniu oferty nie pytają Klienta o opinię i co sądzi o oferty ,Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, kredyt-got, opinia-klienta","frazy-binary, kredyt-got, opinia-klienta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,62.0,Kredyt konsumpcyjny,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,1.0,Czy Doradcy stosują pytanien wprost  czy Klient chce kredyt,,"frazy-binary, kredyt-got,ofertowanie","Czy doradcy stosują pytanie wprost, czy klient chce kredyt, zamiast prezentować ofertę językiem korzyści?",Doradcy na wstepie pytaja wprost czy klient chce kredyt zamiast przedstawić ofertę językiem korzyśći,Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, kredyt-got, ofertowanie","frazy-binary, kredyt-got, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,61.0,Kredyt konsumpcyjny/ Karta Kredytowa,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,"Czy Doradcy reagują na NIE Klienta , czy zbijają obiekcje Klienta",wieloetapowe:3 (opcjonalnie 4 - gdy chcemy llm-podsumowanie),"obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, karta-kredytowa","Czy doradcy reagują na odmowę klienta i próbują zbić obiekcje, czy przyjmują odmowę bez próby? Zidentyfikować sformułowania i reakcje.","Doradcy nie zbijają obiekcji, mówia czesto 'Rozumiem', 'aha OK'",Zwiększenie wolumenu sprzedaży,ODZ,,,"obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, karta-kredytowa","obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, kredyt-got, karta-kredytowa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,33.0,Limit w koncie,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,3.0,Niski odsetek klientów korzystających z limitów w koncie.,czy chcem zbierać informacje w jaki sposób? Czy tylko czy? - prośba o doprecyzowanie,"limit, frazy-binary, ofertowanie","Wykrywanie rozmów, w których oferta limitu w koncie nie została przedstawiona.","Wykrywanie rozmów, w których oferta limitu w koncie nie została przedstawiona.",Większy odsetek klientów aktywujących limity w koncie.,ODZ,,,"limit, frazy-binary, ofertowanie","limit, frazy-binary, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,34.0,Limit w koncie,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,3.0,"Niewystarczające omawianie korzyści limitów w koncie (np. elastyczność, szybki dostęp do środków).",wieloetapowe: 4 - częściowy dubel wiersz 37 - prośba o doprecyzowanie,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, frazy-klient-sentyment, limit","Czy pojawiło się ofertowanie limitu w koncie?  Jeśli tak, to jak doradca ofertował klienta i jak poszczególne sformułowania wpływały na decyzje ",Analiza fraz dotyczących korzyści limitu w koncie i ich wpływu na decyzję klienta.,Zwiększenie sprzedaży limitów w koncie poprzez lepsze przedstawienie ich zalet.,ODZ,,,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, frazy-klient-sentyment, limit","ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, frazy-klient-sentyment, limit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,41.0,Limit w koncie,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,3.0,Doradcy rzadko wspominają o limitach w koncie jako alternatywie dla kredytów.,Prośba o doprecyzowanie; czy to samo co wiersz 36? Czy w rubryce refined zadanie poprawnie zinterpretowaliśmy business case?,"limit, frazy-binary, ofertowanie",Czy doradcy przedstawiają limit w koncie jako alternatywę dla kredytów?,Częstość przedstawiania limitu w koncie jako opcji finansowej.,Większa liczba klientów korzystających z limitu w koncie dzięki lepszemu promowaniu.,ODZ,,,"limit, frazy-binary, ofertowanie","limit, frazy-binary, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,46.0,Limit w koncie,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,3.0,**Brak odpowiedniego omawiania kosztów limitu w koncie w sposób zrozumiały dla klientów.**,wieloetapowe:3,"frazy-binary, frazy-ekstrakcja, frazy-clustering, limit, service",Analiza rozmów pod kątem omówienia kosztów limitu w koncie; czy doradcy tłumaczą warunki w sposób zrozumiały dla klientów?,"**Wykrywanie rozmów, w których doradca nie tłumaczy szczegółowo kosztów limitu w koncie.**","**Lepsze zrozumienie kosztów limitu przez klientów, co zwiększy sprzedaż.**",ODZ,,,"frazy-binary, frazy-ekstrakcja, frazy-clustering, limit, service","frazy-binary, frazy-ekstrakcja, frazy-clustering, limit, service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,50.0,Limit w koncie,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,3.0,**Ograniczona liczba doradców proponuje limity w koncie jako rozwiązanie krótkoterminowe w trudnych sytuacjach finansowych klientów.**,wieloetapowe:3 (opcjonalnie 4 - gdy chcemy llm-podsumowanie),"frazy-binary, frazy-ekstrakcja, frazy-clustering, limit, ofertowanie","Analiza rozmów, w których doradcy nie proponują limitu w koncie jako rozwiązania kryzysowego; identyfikacja potencjalnych sformułowań zachęcających do limitu.","**Analiza rozmów, gdzie limity w koncie nie są proponowane jako rozwiązanie kryzysowe (np. 'szybki dostęp do środków').**",**Większa liczba klientów korzystających z limitów w koncie jako krótkoterminowego rozwiązania.**,ODZ,,,"frazy-binary, frazy-ekstrakcja, frazy-clustering, limit, ofertowanie","frazy-binary, frazy-ekstrakcja, frazy-clustering, limit, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,53.0,Limit w koncie,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,3.0,**Doradcy rzadko wspominają o możliwości jednoczesnego skorzystania z kredytu i limitu w koncie jako elastycznego rozwiązania.**,"czy chcemy tylko identyfikować w których rozmowach (jakich) występuje możliwość  o łączeniu kredyt limit, czy zależy nam na wyciąganiu fraz - prośba o doprecyzowanie","frazy-binary, limit, kredyt-got, ofertowanie","Analiza rozmów, w których doradcy nie wspominają o możliwości jednoczesnego skorzystania z kredytu i limitu w koncie jako elastycznego rozwiązania.","**Analiza rozmów, gdzie doradcy nie wspominają o łączeniu kredytów i limitów w koncie jako elastycznego rozwiązania.**",**Większa liczba klientów korzystających z połączonych produktów kredytowych i limitów.**,ODZ,,,"frazy-binary, limit, kredyt-got, ofertowanie","frazy-binary, limit, kredyt-got, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,2.0,Locum ,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,1.0,Zbyt mała sprzedaż LC do KG ,,"ofertowanie, frazy-binary, kredyt-got, ubezpieczenia","Czy podczas rozmowy telefonicznej (rozmowy sprzedażowej), która zakończyła się podpisaniem umowy kredytu gotówkowego była od doradcy propozycja zakupu ubezpieczenia locum comfort",Uruchomione KG (1MSC WSTECZ) czy była propozycja LC ,% wzrost sprzedaży LC do KG jako ubezpieczenie niepowiązane ,ODZ,,,"ofertowanie, frazy-binary, kredyt-got, ubezpieczenia","ofertowanie, frazy-binary, kredyt-got, ubezpieczenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,3.0,Locum ,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,3.0,Zbyt mała sprzedaż LC w  ZZSKH ,,"ofertowanie, frazy-binary, kredyt-hip, ubezpieczenia",Czy podczas rozmowy sprzedażowej z klientem zawierającym kredyt hipoteczny doradca proponował ubezpieczenie Locum Comfort?,Uruchomione KH (3MSC WSTECZ) czy była propozycja LC ,% wzrost sprzedaży LC w ZZSKH  ,ODZ,,,"ofertowanie, frazy-binary, kredyt-hip, ubezpieczenia","ofertowanie, frazy-binary, kredyt-hip, ubezpieczenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Mierzalność szkolenia sprzedażowego Konto dla dziecka oraz ofertowanie produktów skierowanych do rodziców np. ŻiZ,Wzrost sprzedaży,S2S,"weryfikacja poziom proponowania Kont dla dzieci, czy w rozmowie słychać dzieci w tle, odniesienie się doradcy do tego gdy klient sam w rozmowie informuje, że ma dzieci",skuteczność szkolenia,"Czy doradca identyfikuje kontekst rodzinny (dzieci w tle, wypowiedzi klienta) i proponuje odpowiednie produkty?","cross-sell, konto-dziecka, ubezpieczenie, frazy-binary, frazy-klient-ekstrakcja, baza-wektorowa-produktów",wieloetapowe:3-4,1) Ekstrakcja kontekstu (dzieci); 2) Detekcja ofert dopasowanych; 3) Raport skuteczności; 4) (opcjonalnie) powiązanie ze sprzedażą.,"czy to z dziećmi nie podejdzie nam pod jakąś etykę? rodo, czy coś?",,,,,,,,,,,,,,,"cross-sell, konto-dziecka, ubezpieczenie, frazy-binary, frazy-klient-ekstrakcja, baza-wektorowa-produktów",,"cross-sell, konto-dziecka, ubezpieczenie, frazy-binary, frazy-klient-ekstrakcja, baza-wektorowa-produktów",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Mierzalność szkolenia sprzedażowego Kredyt gotówkowy,Wzrost sprzedaży,Realizacja celu na KG,"Czy doradca proponuje większą kwotę niż podana przez klienta - czyli np. czy w rozmowie doradca użył sformułowań: ""Może przyda się większa kwota, zawsze można wcześniej nadpłacić a nie będzie trzeba kolejny raz wnioskować""","zwiększenie realizacji planów sprzedażowych - volumen kredytu, ocena skuteczności szkolenia ( po szkoleniu), weryfikacja osób które potrzebują doszkolenia",Czy doradca proponuje klientowi większą kwotę kredytu niż początkowo wskazana przez klienta?,"kredyt-got, ofertowanie, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentacji, szkolenie-skuteczność",wieloetapowe:2-3,1) Binary: czy padła propozycja wyższej kwoty; 2) Ekstrakcja argumentów; 3) Ocena jakości argumentacji vs efekt/sprzedaż.,,,,,,,,,,,,,,,,"kredyt-got, ofertowanie, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentacji, szkolenie-skuteczność",,"kredyt-got, ofertowanie, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentacji, szkolenie-skuteczność",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
